Prices (USD/bbl),Date (CDT),Time (CDT)
3.931,2021-07-31,02:53:55
3.923,2021-07-31,02:58:54
3.926,2021-07-31,03:04:53
3.925,2021-07-31,03:08:57
3.922,2021-07-31,03:13:56
3.92,2021-07-31,03:19:48
3.921,2021-07-31,03:24:04
3.922,2021-07-31,03:29:59
3.921,2021-07-31,03:34:01
3.921,2021-07-31,03:38:54
3.92,2021-07-31,03:43:59
3.92,2021-07-31,03:48:54
3.918,2021-07-31,03:53:50
3.916,2021-07-31,03:59:01
3.914,2021-07-31,05:52:00
3.914,2021-07-31,06:55:49
3.973,2021-08-02,05:00:00
3.973,2021-08-02,05:03:54
3.978,2021-08-02,05:09:41
3.981,2021-08-02,05:13:53
3.977,2021-08-02,05:19:01
3.971,2021-08-02,05:24:51
3.972,2021-08-02,05:30:00
3.97,2021-08-02,05:34:00
3.971,2021-08-02,05:38:50
3.967,2021-08-02,05:45:02
3.963,2021-08-02,05:48:58
3.962,2021-08-02,05:54:52
3.96,2021-08-02,06:00:02
3.962,2021-08-02,06:04:13
3.963,2021-08-02,06:08:54
3.967,2021-08-02,06:15:44
3.962,2021-08-02,06:18:57
3.966,2021-08-02,06:24:48
3.964,2021-08-02,06:29:04
3.961,2021-08-02,06:34:52
3.964,2021-08-02,06:39:46
3.965,2021-08-02,06:43:50
3.969,2021-08-02,06:49:59
3.969,2021-08-02,06:54:43
3.969,2021-08-02,06:58:59
3.97,2021-08-02,07:03:59
3.97,2021-08-02,07:09:59
3.968,2021-08-02,07:14:59
3.968,2021-08-02,07:18:59
3.966,2021-08-02,07:25:35
3.962,2021-08-02,07:28:55
3.966,2021-08-02,07:37:41
3.962,2021-08-02,07:39:58
3.966,2021-08-02,07:44:23
3.966,2021-08-02,07:49:22
3.964,2021-08-02,07:56:41
3.966,2021-08-02,07:59:28
3.971,2021-08-02,08:03:51
3.968,2021-08-02,08:09:59
3.968,2021-08-02,08:14:53
3.968,2021-08-02,08:19:34
3.968,2021-08-02,08:25:12
3.969,2021-08-02,08:29:00
3.969,2021-08-02,08:34:11
3.968,2021-08-02,08:42:55
3.97,2021-08-02,08:43:55
3.963,2021-08-02,08:48:53
3.97,2021-08-02,08:57:58
3.972,2021-08-02,08:59:01
3.971,2021-08-02,09:04:08
3.968,2021-08-02,09:08:54
3.966,2021-08-02,09:15:13
3.966,2021-08-02,09:18:53
3.967,2021-08-02,09:23:55
3.969,2021-08-02,09:30:00
3.967,2021-08-02,09:34:52
3.969,2021-08-02,09:42:20
3.97,2021-08-02,09:47:10
3.971,2021-08-02,09:48:51
3.97,2021-08-02,09:57:10
3.97,2021-08-02,09:59:40
3.97,2021-08-02,10:04:40
3.972,2021-08-02,10:09:51
3.971,2021-08-02,10:14:01
3.973,2021-08-02,10:20:26
3.972,2021-08-02,10:24:01
3.971,2021-08-02,10:29:01
3.966,2021-08-02,10:34:01
3.965,2021-08-02,10:38:53
3.964,2021-08-02,10:44:07
3.964,2021-08-02,10:48:55
3.962,2021-08-02,10:54:00
3.963,2021-08-02,10:59:00
3.962,2021-08-02,11:03:58
3.963,2021-08-02,11:09:00
3.962,2021-08-02,11:14:00
3.959,2021-08-02,11:19:00
3.959,2021-08-02,11:27:53
3.96,2021-08-02,11:29:00
3.961,2021-08-02,11:34:00
3.963,2021-08-02,11:39:00
3.965,2021-08-02,11:44:01
3.969,2021-08-02,11:48:58
3.967,2021-08-02,11:54:00
3.968,2021-08-02,12:00:00
3.968,2021-08-02,12:04:41
3.968,2021-08-02,12:09:08
3.967,2021-08-02,12:15:38
3.967,2021-08-02,12:21:08
3.969,2021-08-02,12:24:00
3.97,2021-08-02,12:28:59
3.97,2021-08-02,12:34:00
3.974,2021-08-02,12:39:00
3.976,2021-08-02,12:44:35
3.977,2021-08-02,12:48:59
3.974,2021-08-02,12:53:59
3.975,2021-08-02,12:58:59
3.98,2021-08-02,13:04:59
3.979,2021-08-02,13:09:40
3.979,2021-08-02,13:13:52
3.98,2021-08-02,13:18:54
3.981,2021-08-02,13:23:54
3.979,2021-08-02,13:29:00
3.979,2021-08-02,13:33:59
3.98,2021-08-02,13:38:59
3.981,2021-08-02,13:43:59
3.991,2021-08-02,13:48:53
3.989,2021-08-02,13:53:52
3.992,2021-08-02,14:00:00
3.996,2021-08-02,14:03:57
3.994,2021-08-02,14:09:00
3.994,2021-08-02,14:13:55
3.999,2021-08-02,14:19:00
3.994,2021-08-02,14:24:58
3.994,2021-08-02,14:24:50
3.993,2021-08-02,14:53:00
