Prices (USD/bbl),Date (CDT),Time (CDT)
73.37,2021-07-30,03:40:58
73.4,2021-07-30,03:45:01
73.44,2021-07-30,03:50:02
73.4,2021-07-30,03:56:00
73.62,2021-07-30,04:04:00
73.41,2021-07-30,05:00:00
73.41,2021-07-30,05:01:01
73.47,2021-07-30,05:06:00
73.47,2021-07-30,05:10:57
73.45,2021-07-30,05:15:50
73.41,2021-07-30,05:20:55
73.41,2021-07-30,05:25:56
73.39,2021-07-30,05:30:55
73.39,2021-07-30,05:35:21
73.37,2021-07-30,05:40:51
73.38,2021-07-30,05:45:01
73.39,2021-07-30,05:50:57
73.39,2021-07-30,05:55:59
73.4,2021-07-30,06:00:48
73.36,2021-07-30,06:05:58
73.32,2021-07-30,06:10:46
73.33,2021-07-30,06:15:59
73.34,2021-07-30,06:20:19
73.32,2021-07-30,06:25:45
73.34,2021-07-30,06:30:15
73.34,2021-07-30,06:36:00
73.34,2021-07-30,06:40:39
73.34,2021-07-30,06:45:58
73.34,2021-07-30,06:50:58
73.3,2021-07-30,06:55:48
73.3,2021-07-30,07:00:02
73.26,2021-07-30,07:05:01
73.32,2021-07-30,07:10:01
73.39,2021-07-30,07:15:59
73.36,2021-07-30,07:20:58
73.34,2021-07-30,07:26:00
73.37,2021-07-30,07:30:58
73.37,2021-07-30,07:35:01
73.4,2021-07-30,07:40:01
73.4,2021-07-30,07:46:01
73.31,2021-07-30,07:50:01
73.26,2021-07-30,07:55:01
73.25,2021-07-30,08:00:01
73.16,2021-07-30,08:06:00
73.21,2021-07-30,08:10:58
73.17,2021-07-30,08:15:01
73.19,2021-07-30,08:20:56
73.26,2021-07-30,08:25:53
73.18,2021-07-30,08:30:59
73.22,2021-07-30,08:35:02
73.26,2021-07-30,08:40:01
73.22,2021-07-30,08:46:00
73.25,2021-07-30,08:50:01
73.2,2021-07-30,08:56:26
73.23,2021-07-30,09:01:01
73.15,2021-07-30,09:06:01
73.15,2021-07-30,09:11:00
73.21,2021-07-30,09:15:53
73.23,2021-07-30,09:20:01
73.25,2021-07-30,09:25:01
73.24,2021-07-30,09:31:01
73.22,2021-07-30,09:36:01
73.17,2021-07-30,09:40:01
73.07,2021-07-30,09:46:00
73.05,2021-07-30,09:51:01
73.06,2021-07-30,09:56:01
73.12,2021-07-30,10:00:01
73.19,2021-07-30,10:05:55
73.18,2021-07-30,10:10:42
73.22,2021-07-30,10:16:00
73.23,2021-07-30,10:20:57
73.22,2021-07-30,10:26:01
73.2,2021-07-30,10:30:46
73.16,2021-07-30,10:35:01
73.18,2021-07-30,10:41:01
73.19,2021-07-30,10:45:34
73.17,2021-07-30,10:50:51
73.16,2021-07-30,10:55:42
73.18,2021-07-30,11:01:00
73.19,2021-07-30,11:06:01
73.18,2021-07-30,11:10:48
73.19,2021-07-30,11:16:01
73.17,2021-07-30,11:20:46
73.19,2021-07-30,11:25:48
73.14,2021-07-30,11:31:01
73.15,2021-07-30,11:36:00
73.18,2021-07-30,11:40:59
73.19,2021-07-30,11:46:00
73.19,2021-07-30,11:50:47
73.17,2021-07-30,11:55:38
73.15,2021-07-30,12:00:51
73.19,2021-07-30,12:05:08
73.2,2021-07-30,12:10:44
73.12,2021-07-30,12:16:01
73.08,2021-07-30,12:20:56
73.08,2021-07-30,12:26:00
73.07,2021-07-30,12:30:02
73.09,2021-07-30,12:35:01
73.04,2021-07-30,12:41:00
73.02,2021-07-30,12:46:01
73.02,2021-07-30,12:50:01
73.08,2021-07-30,12:55:57
73.04,2021-07-30,13:00:01
73.07,2021-07-30,13:05:55
73.01,2021-07-30,13:10:55
73.03,2021-07-30,13:15:01
73.05,2021-07-30,13:21:00
73.1,2021-07-30,13:25:01
73.07,2021-07-30,13:30:01
73.06,2021-07-30,13:36:00
73.02,2021-07-30,13:40:01
73.04,2021-07-30,13:46:01
73.06,2021-07-30,13:50:52
73.07,2021-07-30,13:55:54
73.18,2021-07-30,14:00:01
73.19,2021-07-30,14:05:57
73.24,2021-07-30,14:11:01
73.23,2021-07-30,14:15:01
73.28,2021-07-30,14:20:01
73.27,2021-07-30,14:25:52
73.26,2021-07-30,14:30:01
73.23,2021-07-30,14:35:01
73.24,2021-07-30,14:41:00
73.19,2021-07-30,14:45:57
73.2,2021-07-30,14:50:01
73.3,2021-07-30,14:56:00
73.33,2021-07-30,15:00:01
73.28,2021-07-30,15:05:01
73.41,2021-07-30,15:10:02
73.44,2021-07-30,15:15:01
73.49,2021-07-30,15:21:00
73.47,2021-07-30,15:25:57
73.62,2021-07-30,15:30:01
73.53,2021-07-30,15:35:59
73.51,2021-07-30,15:41:00
73.48,2021-07-30,15:45:01
73.41,2021-07-30,15:51:01
73.48,2021-07-30,15:55:54
73.48,2021-07-30,16:00:55
73.46,2021-07-30,16:05:57
73.42,2021-07-30,16:10:01
73.45,2021-07-30,16:15:01
73.4,2021-07-30,16:21:00
73.35,2021-07-30,16:26:01
73.32,2021-07-30,16:30:01
73.4,2021-07-30,16:35:56
73.38,2021-07-30,16:40:59
73.38,2021-07-30,16:45:58
73.35,2021-07-30,16:50:01
73.35,2021-07-30,16:56:00
73.33,2021-07-30,17:01:00
73.31,2021-07-30,17:06:00
73.31,2021-07-30,17:10:02
73.27,2021-07-30,17:15:59
73.38,2021-07-30,17:20:01
73.28,2021-07-30,17:26:00
73.3,2021-07-30,17:30:01
73.33,2021-07-30,17:36:01
73.34,2021-07-30,17:40:01
73.38,2021-07-30,17:46:00
73.36,2021-07-30,17:50:53
73.37,2021-07-30,17:56:02
73.42,2021-07-30,18:00:01
73.44,2021-07-30,18:05:01
73.46,2021-07-30,18:10:59
73.43,2021-07-30,18:15:54
73.45,2021-07-30,18:20:56
73.44,2021-07-30,18:25:58
73.53,2021-07-30,18:31:00
73.49,2021-07-30,18:36:01
73.49,2021-07-30,18:40:02
73.44,2021-07-30,18:45:54
73.44,2021-07-30,18:51:01
73.43,2021-07-30,18:55:53
73.42,2021-07-30,19:00:01
73.47,2021-07-30,19:06:00
73.49,2021-07-30,19:10:01
73.5,2021-07-30,19:16:00
73.47,2021-07-30,19:20:55
73.41,2021-07-30,19:25:56
73.42,2021-07-30,19:30:53
73.52,2021-07-30,19:35:02
73.53,2021-07-30,19:40:01
73.53,2021-07-30,19:46:01
73.47,2021-07-30,19:50:55
73.54,2021-07-30,19:55:01
73.5,2021-07-30,20:00:02
73.29,2021-07-30,20:05:02
73.43,2021-07-30,20:10:01
73.61,2021-07-30,20:15:01
73.72,2021-07-30,20:20:01
73.58,2021-07-30,20:25:01
73.68,2021-07-30,20:30:01
73.88,2021-07-30,20:36:01
73.79,2021-07-30,20:40:01
73.75,2021-07-30,20:46:01
73.86,2021-07-30,20:50:01
73.81,2021-07-30,20:55:01
73.86,2021-07-30,21:00:01
73.81,2021-07-30,21:05:01
73.9,2021-07-30,21:10:01
73.86,2021-07-30,21:16:01
73.71,2021-07-30,21:20:01
73.75,2021-07-30,21:26:01
73.68,2021-07-30,21:30:01
73.47,2021-07-30,21:35:01
73.54,2021-07-30,21:40:01
73.37,2021-07-30,21:45:01
73.53,2021-07-30,21:50:01
73.61,2021-07-30,21:56:00
73.48,2021-07-30,22:00:01
73.57,2021-07-30,22:05:01
73.73,2021-07-30,22:10:58
73.73,2021-07-30,22:15:01
73.69,2021-07-30,22:20:01
73.76,2021-07-30,22:25:01
73.73,2021-07-30,22:30:01
73.69,2021-07-30,22:36:00
73.66,2021-07-30,22:40:01
73.76,2021-07-30,22:46:00
73.73,2021-07-30,22:50:02
73.74,2021-07-30,22:55:01
73.81,2021-07-30,23:01:01
73.77,2021-07-30,23:05:54
73.82,2021-07-30,23:10:55
73.82,2021-07-30,23:16:00
73.83,2021-07-30,23:20:53
73.83,2021-07-30,23:25:01
73.91,2021-07-30,23:30:01
73.96,2021-07-30,23:36:00
73.96,2021-07-30,23:40:01
73.93,2021-07-30,23:45:01
74.02,2021-07-30,23:50:58
74.05,2021-07-30,23:55:01
74.03,2021-07-31,00:00:01
74.03,2021-07-31,00:06:00
74,2021-07-31,00:10:01
74.06,2021-07-31,00:16:01
73.97,2021-07-31,00:20:01
73.93,2021-07-31,00:25:01
73.93,2021-07-31,00:30:49
73.98,2021-07-31,00:35:01
74.18,2021-07-31,00:41:01
74.16,2021-07-31,00:45:58
74.17,2021-07-31,00:51:01
74.13,2021-07-31,00:56:00
74.16,2021-07-31,01:00:01
74.12,2021-07-31,01:05:01
74.21,2021-07-31,01:10:01
74.15,2021-07-31,01:15:01
74.13,2021-07-31,01:20:01
74.01,2021-07-31,01:25:01
73.86,2021-07-31,01:30:01
73.8,2021-07-31,01:35:01
73.62,2021-07-31,01:41:01
73.73,2021-07-31,01:45:01
73.72,2021-07-31,01:50:01
73.83,2021-07-31,01:55:01
73.82,2021-07-31,02:00:01
73.92,2021-07-31,02:05:01
73.89,2021-07-31,02:11:00
73.89,2021-07-31,02:15:52
73.92,2021-07-31,02:20:59
73.85,2021-07-31,02:25:01
73.85,2021-07-31,02:30:01
73.89,2021-07-31,02:35:58
73.92,2021-07-31,02:40:54
73.87,2021-07-31,02:45:48
73.85,2021-07-31,02:50:59
73.78,2021-07-31,02:55:58
73.78,2021-07-31,03:00:56
73.82,2021-07-31,03:06:01
73.82,2021-07-31,03:10:01
73.8,2021-07-31,03:16:00
73.78,2021-07-31,03:21:00
73.75,2021-07-31,03:25:52
73.7,2021-07-31,03:30:01
73.7,2021-07-31,03:36:00
73.71,2021-07-31,03:40:47
73.68,2021-07-31,03:45:01
73.66,2021-07-31,03:50:01
73.71,2021-07-31,03:55:02
73.95,2021-07-31,05:49:00
73.95,2021-07-31,06:55:13
73.86,2021-08-02,05:00:00
73.88,2021-08-02,05:01:01
73.72,2021-08-02,05:06:01
73.82,2021-08-02,05:10:53
73.84,2021-08-02,05:16:01
73.85,2021-08-02,05:20:58
73.81,2021-08-02,05:25:01
73.82,2021-08-02,05:30:52
73.87,2021-08-02,05:35:48
73.86,2021-08-02,05:40:48
73.88,2021-08-02,05:45:51
73.88,2021-08-02,05:50:34
73.84,2021-08-02,05:55:57
73.82,2021-08-02,06:00:38
73.81,2021-08-02,06:05:50
73.82,2021-08-02,06:10:01
73.83,2021-08-02,06:15:59
73.81,2021-08-02,06:20:59
73.78,2021-08-02,06:25:53
73.76,2021-08-02,06:30:53
73.78,2021-08-02,06:35:02
73.71,2021-08-02,06:41:01
73.73,2021-08-02,06:46:00
73.73,2021-08-02,06:50:54
73.74,2021-08-02,06:55:42
73.72,2021-08-02,07:00:01
73.62,2021-08-02,07:06:00
73.56,2021-08-02,07:10:35
73.61,2021-08-02,07:15:01
73.64,2021-08-02,07:20:56
73.62,2021-08-02,07:25:59
73.53,2021-08-02,07:30:01
73.59,2021-08-02,07:35:58
73.53,2021-08-02,07:40:01
73.54,2021-08-02,07:45:51
73.6,2021-08-02,07:51:01
73.56,2021-08-02,07:55:57
73.51,2021-08-02,08:00:01
73.42,2021-08-02,08:06:01
73.32,2021-08-02,08:11:02
73.23,2021-08-02,08:15:01
73.33,2021-08-02,08:20:01
73.23,2021-08-02,08:25:01
73.18,2021-08-02,08:30:01
73.21,2021-08-02,08:35:57
73.21,2021-08-02,08:41:00
73.16,2021-08-02,08:45:01
72.99,2021-08-02,08:50:01
72.99,2021-08-02,08:55:01
72.91,2021-08-02,09:00:01
72.95,2021-08-02,09:06:00
72.83,2021-08-02,09:11:00
72.79,2021-08-02,09:15:01
72.87,2021-08-02,09:20:01
72.91,2021-08-02,09:25:01
73.03,2021-08-02,09:30:02
72.95,2021-08-02,09:35:59
72.94,2021-08-02,09:40:48
72.82,2021-08-02,09:45:01
72.94,2021-08-02,09:51:01
72.99,2021-08-02,09:55:01
73.02,2021-08-02,10:01:01
73.1,2021-08-02,10:06:01
73.03,2021-08-02,10:10:58
73.01,2021-08-02,10:16:00
73.05,2021-08-02,10:21:01
73.08,2021-08-02,10:25:59
73.08,2021-08-02,10:31:01
73.1,2021-08-02,10:35:54
73.13,2021-08-02,10:40:57
73.14,2021-08-02,10:45:49
73.16,2021-08-02,10:50:57
73.17,2021-08-02,10:55:59
73.18,2021-08-02,11:01:01
73.15,2021-08-02,11:05:01
73.18,2021-08-02,11:10:33
73.14,2021-08-02,11:15:58
73.18,2021-08-02,11:21:00
73.2,2021-08-02,11:25:58
73.23,2021-08-02,11:30:57
73.23,2021-08-02,11:35:01
73.3,2021-08-02,11:40:58
73.28,2021-08-02,11:45:48
73.27,2021-08-02,11:50:01
73.26,2021-08-02,11:55:59
73.26,2021-08-02,12:01:00
73.28,2021-08-02,12:05:47
73.21,2021-08-02,12:10:01
73.25,2021-08-02,12:15:36
73.28,2021-08-02,12:20:39
73.32,2021-08-02,12:25:01
73.32,2021-08-02,12:31:00
73.33,2021-08-02,12:35:01
73.24,2021-08-02,12:40:59
73.26,2021-08-02,12:45:59
73.17,2021-08-02,12:50:01
73.12,2021-08-02,12:55:01
73.12,2021-08-02,13:01:01
73.21,2021-08-02,13:05:59
73.22,2021-08-02,13:11:02
73.17,2021-08-02,13:15:02
73.21,2021-08-02,13:20:58
73.13,2021-08-02,13:25:01
73.12,2021-08-02,13:31:01
73.18,2021-08-02,13:35:01
73.21,2021-08-02,13:41:01
73.19,2021-08-02,13:43:50
73.35,2021-08-02,14:28:50
