Prices (USD/bbl),Date (CDT),Time (CDT)
41.23,2020-10-16,13:00:00
41.20,2020-10-19,13:00:00
40.98,2020-10-20,13:00:00
41.17,2020-10-21,13:00:00
40.77,2020-10-22,13:00:00
41.36,2020-10-23,13:00:00
39.48,2020-10-26,13:00:00
39.34,2020-10-27,13:00:00
38.76,2020-10-28,13:00:00
37.92,2020-10-29,13:00:00
37.00,2020-10-30,13:00:00
35.47,2020-11-02,14:00:00
38.75,2020-11-03,14:00:00
39.08,2020-11-04,14:00:00
40.09,2020-11-05,14:00:00
39.89,2020-11-06,14:00:00
39.67,2020-11-09,14:00:00
41.86,2020-11-10,14:00:00
43.76,2020-11-11,14:00:00
43.20,2020-11-12,14:00:00
42.13,2020-11-13,14:00:00
42.94,2020-11-16,14:00:00
43.31,2020-11-17,14:00:00
43.81,2020-11-18,14:00:00
43.93,2020-11-19,14:00:00
44.11,2020-11-20,14:00:00
45.60,2020-11-23,14:00:00
45.73,2020-11-24,14:00:00
47.54,2020-11-25,14:00:00
47.41,2020-11-26,14:00:00
46.89,2020-11-27,14:00:00
46.84,2020-11-30,14:00:00
47.34,2020-12-01,14:00:00
46.87,2020-12-02,14:00:00
47.89,2020-12-03,14:00:00
48.94,2020-12-04,14:00:00
48.18,2020-12-07,14:00:00
48.36,2020-12-08,14:00:00
48.99,2020-12-09,14:00:00
48.89,2020-12-10,14:00:00
50.27,2020-12-11,14:00:00
50.62,2020-12-14,14:00:00
49.94,2020-12-15,14:00:00
50.90,2020-12-16,14:00:00
51.68,2020-12-17,14:00:00
51.05,2020-12-18,14:00:00
50.26,2020-12-21,14:00:00
49.74,2020-12-22,14:00:00
49.45,2020-12-23,14:00:00
51.33,2020-12-24,14:00:00
51.01,2020-12-28,14:00:00
50.99,2020-12-29,14:00:00
51.19,2020-12-30,14:00:00
51.09,2020-12-31,14:00:00
52.66,2021-01-04,14:00:00
50.69,2021-01-05,14:00:00
53.47,2021-01-06,14:00:00
54.42,2021-01-07,14:00:00
54.59,2021-01-08,14:00:00
55.24,2021-01-11,14:00:00
55.75,2021-01-12,14:00:00
56.29,2021-01-13,14:00:00
55.61,2021-01-14,14:00:00
55.25,2021-01-15,14:00:00
54.22,2021-01-18,14:00:00
54.01,2021-01-19,14:00:00
55.38,2021-01-20,14:00:00
54.57,2021-01-21,14:00:00
54.17,2021-01-22,14:00:00
54.17,2021-01-25,14:00:00
53.95,2021-01-26,14:00:00
54.54,2021-01-27,14:00:00
53.73,2021-01-28,14:00:00
53.73,2021-01-29,14:00:00
53.77,2021-02-01,14:00:00
55.58,2021-02-02,14:00:00
56.50,2021-02-03,14:00:00
57.37,2021-02-04,14:00:00
57.82,2021-02-05,14:00:00
58.69,2021-02-08,14:00:00
59.45,2021-02-09,14:00:00
59.34,2021-02-10,14:00:00
59.73,2021-02-11,14:00:00
61.42,2021-02-15,14:00:00
61.24,2021-02-16,14:00:00
62.16,2021-02-17,14:00:00
62.68,2021-02-18,14:00:00
60.19,2021-02-19,14:00:00
60.82,2021-02-22,14:00:00
63.13,2021-02-23,14:00:00
62.38,2021-02-24,14:00:00
64.74,2021-02-25,14:00:00
63.66,2021-02-26,14:00:00
63.07,2021-03-01,14:00:00
60.10,2021-03-02,14:00:00
60.29,2021-03-03,14:00:00
62.14,2021-03-04,14:00:00
65.62,2021-03-05,14:00:00
67.34,2021-03-08,14:00:00
64.94,2021-03-09,14:00:00
63.69,2021-03-10,14:00:00
65.13,2021-03-11,14:00:00
66.10,2021-03-12,14:00:00
66.21,2021-03-15,13:00:00
64.82,2021-03-16,13:00:00
64.84,2021-03-17,13:00:00
63.08,2021-03-18,13:00:00
59.83,2021-03-19,13:00:00
60.49,2021-03-22,13:00:00
60.07,2021-03-23,13:00:00
57.98,2021-03-24,13:00:00
59.48,2021-03-25,13:00:00
59.35,2021-03-26,13:00:00
60.23,2021-03-29,13:00:00
61.08,2021-03-30,13:00:00
60.69,2021-03-31,13:00:00
58.85,2021-04-01,13:00:00
59.50,2021-04-05,13:00:00
58.87,2021-04-06,13:00:00
58.64,2021-04-07,13:00:00
58.95,2021-04-08,13:00:00
58.58,2021-04-09,13:00:00
58.98,2021-04-12,13:00:00
59.42,2021-04-13,13:00:00
60.65,2021-04-14,13:00:00
62.34,2021-04-15,13:00:00
63.82,2021-04-16,13:00:00
63.42,2021-04-19,13:00:00
64.47,2021-04-20,13:00:00
62.54,2021-04-21,13:00:00
60.99,2021-04-22,13:00:00
61.73,2021-04-23,13:00:00
61.25,2021-04-26,13:00:00
62.64,2021-04-27,13:00:00
62.85,2021-04-28,13:00:00
63.95,2021-04-29,13:00:00
64.25,2021-04-30,13:00:00
63.25,2021-05-03,13:00:00
64.61,2021-05-04,13:00:00
66.30,2021-05-05,13:00:00
65.54,2021-05-06,13:00:00
64.32,2021-05-07,13:00:00
64.92,2021-05-10,13:00:00
63.76,2021-05-11,13:00:00
64.59,2021-05-12,13:00:00
63.08,2021-05-14,13:00:00
64.77,2021-05-17,13:00:00
66.42,2021-05-18,13:00:00
64.35,2021-05-19,13:00:00
62.99,2021-05-20,13:00:00
61.26,2021-05-21,13:00:00
64.20,2021-05-24,13:00:00
65.41,2021-05-25,13:00:00
65.49,2021-05-26,13:00:00
64.82,2021-05-27,13:00:00
66.20,2021-05-28,13:00:00
66.60,2021-05-31,13:00:00
67.62,2021-06-01,13:00:00
67.54,2021-06-02,13:00:00
68.45,2021-06-03,13:00:00
68.51,2021-06-04,13:00:00
68.40,2021-06-07,13:00:00
67.84,2021-06-08,13:00:00
69.56,2021-06-09,13:00:00
68.95,2021-06-10,13:00:00
69.43,2021-06-11,13:00:00
70.16,2021-06-14,13:00:00
69.69,2021-06-15,13:00:00
71.18,2021-06-16,13:00:00
71.02,2021-06-17,13:00:00
69.73,2021-06-18,13:00:00
70.41,2021-06-21,13:00:00
71.18,2021-06-22,13:00:00
72.22,2021-06-23,13:00:00
72.75,2021-06-24,13:00:00
72.59,2021-06-25,13:00:00
72.78,2021-06-28,13:00:00
71.60,2021-06-29,13:00:00
71.70,2021-06-30,13:00:00
72.76,2021-07-01,13:00:00
72.67,2021-07-02,13:00:00
73.40,2021-07-05,13:00:00
74.44,2021-07-06,13:00:00
72.02,2021-07-07,13:00:00
69.25,2021-07-08,13:00:00
71.39,2021-07-09,13:00:00
71.96,2021-07-12,13:00:00
72.93,2021-07-13,13:00:00
73.33,2021-07-14,13:00:00
70.73,2021-07-15,13:00:00
71.01,2021-07-16,13:00:00
70.31,2021-07-19,13:00:00
67.14,2021-07-21,13:00:00
69.43,2021-07-22,13:00:00
70.37,2021-07-23,13:00:00
69.54,2021-07-26,13:00:00
70.94,2021-07-27,13:00:00
70.59,2021-07-28,13:00:00
71.37,2021-07-29,13:00:00
71.73,2021-07-30,13:00:00
